"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Zhang B.; Chen G.; Liang Y.; Xu P.","Zhang, Bin (59444532500); Chen, Gang (36049129500); Liang, Yilin (55479478400); Xu, Ping (56036685800)","59444532500; 36049129500; 55479478400; 56036685800","Structural and electrochemical properties of LiNi0.5Mn0.5 - xAlxO2 (x = 0, 0.02, 0.05, 0.08, and 0.1) cathode materials for lithium-ion batteries","2009","32","10.1016/j.ssi.2009.01.009","https://www.scopus.com/pages/publications/63449090529?origin=resultslist"
"Gudić S.; Vrsalović L.; Matošin A.; Krolo J.; Oguzie E.E.; Nagode A.","Gudić, Senka (6602587389); Vrsalović, Ladislav (16426429000); Matošin, Ante (58184033800); Krolo, Jure (57160468400); Oguzie, Emeka Emanuel (6602237269); Nagode, Aleš (16444602900)","6602587389; 16426429000; 58184033800; 57160468400; 6602237269; 16444602900","Corrosion Behavior of Stainless Steel in Seawater in the Presence of Sulfide","2023","28","10.3390/app13074366","https://www.scopus.com/pages/publications/85152524248?origin=resultslist"
"Santos F.D.S.; Binder L.; Scharnagl N.; da Conceição T.F.","Santos, Flávio de Sousa (58934115500); Binder, Lucas (58934180500); Scharnagl, Nico (6602448179); da Conceição, Thiago Ferreira (36055964000)","58934115500; 58934180500; 6602448179; 36055964000","Sustainable smart coatings of chitosan and LDH loaded with natural inhibitors for corrosion protection of Mg AZ31 alloy","2024","18","10.1016/j.colsurfa.2024.133639","https://www.scopus.com/pages/publications/85187540663?origin=resultslist"
"Zhang Z.; Hao Z.; Wang H.; Zhang D.; Zhang J.","Zhang, Zhen (59798988200); Hao, Zhifei (58358711300); Wang, Hongbin (56572264700); Zhang, Di (57198600221); Zhang, Jishan (10040864700)","59798988200; 58358711300; 56572264700; 57198600221; 10040864700","Modifying the microstructure and stress distribution of crossover Al-Mg-Zn alloy for regulating stress corrosion cracking via retrogression and re-aging treatment","2023","23","10.1016/j.msea.2023.145564","https://www.scopus.com/pages/publications/85168153164?origin=resultslist"
"Szklarz Z.; Krawiec H.; Rogal Ł.","Szklarz, Zbigniew (15768537300); Krawiec, Halina (55978749800); Rogal, Łukasz (36977374600)","15768537300; 55978749800; 36977374600","The effect of vacuum suction casting on the microstructure and corrosion behavior of aluminium alloy 2017","2019","16","10.1016/j.mseb.2019.01.006","https://www.scopus.com/pages/publications/85059824313?origin=resultslist"
"de Azevedo Rodrigues T.R.S.; Marcolino J.B.; de Moraes M.K.; Lopes N.F.; da Costa E.M.","de Azevedo Rodrigues, Tania Regina Schmitz (58810420400); Marcolino, Juliane Bernardes (55821580400); de Moraes, Martimiano Krusciel (58810493700); Lopes, Natália Feijó (37108152600); da Costa, Eleani Maria (57183574500)","58810420400; 55821580400; 58810493700; 37108152600; 57183574500","Influence of CO2 subcritical and supercritical pressures on the protective properties of corrosion product scales formed on X65 steel","2024","14","10.1016/j.supflu.2024.106184","https://www.scopus.com/pages/publications/85182277086?origin=resultslist"
"Mehta R.K.; Gupta S.K.; Yadav M.","Mehta, Raj Kumar (57346000700); Gupta, Sujata Kumari (57753847000); Yadav, Mahendra (7102892599)","57346000700; 57753847000; 7102892599","Synthesized novel carbon dots as green corrosion inhibitor for mild steel in hydrochloric acid: Gravimetric, electrochemical and morphological studies","2023","28","10.1016/j.diamond.2023.109992","https://www.scopus.com/pages/publications/85159457279?origin=resultslist"
"Goonetilleke P.C.; Zheng J.P.; Roy D.","Goonetilleke, P.C. (8987699900); Zheng, J.P. (57212361851); Roy, D. (56225348800)","8987699900; 57212361851; 56225348800","Effects of surface-film formation on the electrochemical characteristics of LiMn2 O4 cathodes of lithium ion batteries","2009","16","10.1149/1.3155432","https://www.scopus.com/pages/publications/68049144537?origin=resultslist"
"Asaad M.A.; Huseien G.F.; Baghban M.H.; Raja P.B.; Fediuk R.; Faridmehr I.; Alrshoudi F.","Asaad, Mohammad Ali (57194034409); Huseien, Ghasan Fahim (56814956200); Baghban, Mohammad Hajmohammadian (55512686600); Raja, Pandian Bothi (58648299600); Fediuk, Roman (57199850188); Faridmehr, Iman (56082753000); Alrshoudi, Fahed (57205673302)","57194034409; 56814956200; 55512686600; 58648299600; 57199850188; 56082753000; 57205673302","Gum arabic nanoparticles as green corrosion inhibitor for reinforced concrete exposed to carbon dioxide environment","2021","31","10.3390/ma14247867","https://www.scopus.com/pages/publications/85121519528?origin=resultslist"
"Smulko J.M.; Darowicki K.; Zieliñski A.","Smulko, Janusz M. (6603595201); Darowicki, Kazimierz (7005215207); Zieliñski, Artur (55831704500)","6603595201; 7005215207; 55831704500","On electrochemical noise analysis for monitoring of uniform corrosion rate","2007","20","10.1109/TIM.2007.895624","https://www.scopus.com/pages/publications/34648840600?origin=resultslist"
"Mohedano M.; Matykina E.; Arrabal R.; Mingo B.; Zheludkevich M.L.","Mohedano, Marta (57205217829); Matykina, Endzhe (56695488800); Arrabal, Raul (56517095900); Mingo, Beatriz (55667796400); Zheludkevich, Mikhail L. (9037757200)","57205217829; 56695488800; 56517095900; 55667796400; 9037757200","PEO of rheocast A356 Al alloy: energy efficiency and corrosion properties","2016","20","10.1002/sia.5815","https://www.scopus.com/pages/publications/84940914723?origin=resultslist"
"Sanatkumar B.S.; Nayak J.; Shetty A.N.","Sanatkumar, B.S. (54412811200); Nayak, Jagannath (7005137527); Shetty, A. Nityananda (35747530900)","54412811200; 7005137527; 35747530900","The corrosion inhibition of maraging steel under weld aged condition by 1(2E)-1-(4-Aminophenyl)-3-(2-Thienyl)prop-2-en-1-one in 1.5 M hydrochloric acid medium","2012","18","10.1007/s11998-011-9379-1","https://www.scopus.com/pages/publications/84865658860?origin=resultslist"
"Woldemedhin M.T.; Raabe D.; Hassel A.W.","Woldemedhin, Michael Teka (36022853100); Raabe, Dierk (13005355500); Hassel, Achim Walter (55666192800)","36022853100; 13005355500; 55666192800","Grain boundary electrochemistry of β-type Nb-Ti alloy using a scanning droplet cell","2011","18","10.1002/pssa.201000991","https://www.scopus.com/pages/publications/79959251788?origin=resultslist"
"Londhe P.U.; Chaure N.B.","Londhe, Priyanka U. (49864062700); Chaure, Nandu B. (6603540455)","49864062700; 6603540455","Effect of pH on the properties of electrochemically prepared ZnO thin films","2017","27","10.1016/j.mssp.2016.12.005","https://www.scopus.com/pages/publications/85007173823?origin=resultslist"
"Kim D.; Kim Y.; Lee Y.; Jeon J.","Kim, Donghyeon (56399713800); Kim, Yongbeom (57200304301); Lee, Youngho (57218455307); Jeon, Joonhyeon (52263680800)","56399713800; 57200304301; 57218455307; 52263680800","1,2-Dimethylimidazole based bromine complexing agents for vanadium bromine redox flow batteries","2019","31","10.1016/j.ijhydene.2019.03.050","https://www.scopus.com/pages/publications/85063661915?origin=resultslist"
"Bojinov M.; Cai W.; Kinnunen P.; Saario T.","Bojinov, Martin (56244443400); Cai, Wei (55187833000); Kinnunen, Petri (7103101908); Saario, Timo (7003863777)","56244443400; 55187833000; 7103101908; 7003863777","Kinetic parameters of the oxidation of zirconium alloys in simulated WWER water - Effect of KOH content","2008","20","10.1016/j.jnucmat.2008.04.014","https://www.scopus.com/pages/publications/47749122911?origin=resultslist"
"Shin S.; Kim J.; Jeong J.; Gwon T.M.; Choi G.J.; Lee S.E.; Kim J.; Jun S.B.; Chang J.W.; Kim S.J.","Shin, Soowon (55239991500); Kim, Junghoon (56813124400); Jeong, Joonsoo (44261471100); Gwon, Tae Mok (55904541800); Choi, Gwang Jin (57188959526); Lee, Sung Eun (56248938400); Kim, Jinhyung (57193218112); Jun, Sang Beom (15843339100); Chang, Jin Woo (7403975226); Kim, Sung June (36077251600)","55239991500; 56813124400; 44261471100; 55904541800; 57188959526; 56248938400; 57193218112; 15843339100; 7403975226; 36077251600","High charge storage capacity electrodeposited iridium oxide film on liquid crystal polymer-based neural electrodes","2016","22","10.18494/SAM.2016.1175","https://www.scopus.com/pages/publications/84981165478?origin=resultslist"
"Voulgaris Ch.; Amanatides E.; Mataras D.; Grassini S.; Angelini E.; Rosalbino F.","Voulgaris, Ch. (8730451900); Amanatides, E. (57201564235); Mataras, D. (6603869174); Grassini, S. (6505987736); Angelini, E. (56561954900); Rosalbino, F. (6701526699)","8730451900; 57201564235; 6603869174; 6505987736; 56561954900; 6701526699","RF power and SiOxCyHz deposition efficiency in TEOS/O2 discharges for the corrosion protection of magnesium alloys","2006","18","10.1016/j.surfcoat.2005.11.058","https://www.scopus.com/pages/publications/33646134611?origin=resultslist"
"Hung C.-C.; Lee W.-H.; Hu S.-Y.; Chang S.-C.; Chen K.-W.; Wang Y.-L.","Hung, Chi-Cheng (15845397200); Lee, Wen-Hsi (57145000700); Hu, Shao-Yu (55268725100); Chang, Shih-Chieh (56608320000); Chen, Kei-Wei (15123951800); Wang, Ying-Lang (35254278900)","15845397200; 57145000700; 55268725100; 56608320000; 15123951800; 35254278900","Effect of bis-(3-sodiumsulfopropyl disulfide) byproducts on copper defects after chemical mechanical polishing","2008","16","10.1116/1.2834679","https://www.scopus.com/pages/publications/38849094050?origin=resultslist"
"Wang L.; Liu Y.; Chen X.; Qin H.; Yang Z.","Wang, Limin (59652339600); Liu, Yanzhen (37079206800); Chen, Xi (56701101100); Qin, Haigang (57201839090); Yang, Zhanhong (7405430643)","59652339600; 37079206800; 56701101100; 57201839090; 7405430643","Zinc aluminum antimony hydrotalcite as anode materials for Ni-Zn secondary batteries","2017","25","10.1149/2.0831714jes","https://www.scopus.com/pages/publications/85040743480?origin=resultslist"
"Wu M.-S.; Wu H.-R.; Wang Y.-Y.; Wan C.-C.","Wu, Mao-Sung (35319238300); Wu, Hong-Rong (7405584539); Wang, Yung-Yun (7601493418); Wan, Chi-Chao (7201485197)","35319238300; 7405584539; 7601493418; 7201485197","Electrochemical investigation of hydrogen-storage alloy electrode with duplex surface modification","2004","16","10.1016/j.ijhydene.2003.12.007","https://www.scopus.com/pages/publications/2542464118?origin=resultslist"
"Xie J.; Zhang J.; Liu S.; Li Z.; Zhang L.; Wu R.; Hou L.; Zhang M.","Xie, Jinshu (57207455575); Zhang, Jinghuai (24177695300); Liu, Shujuan (56184916100); Li, Zehua (59851078600); Zhang, Li (55586901600); Wu, Ruizhi (55089565200); Hou, Legan (57210794239); Zhang, Milin (13605036000)","57207455575; 24177695300; 56184916100; 59851078600; 55586901600; 55089565200; 57210794239; 13605036000","Hydrothermal synthesis of protective coating on Mg alloy for degradable implant applications","2019","18","10.3390/coatings9030160","https://www.scopus.com/pages/publications/85062513903?origin=resultslist"
"Anik M.","Anik, Mustafa (6603182812)","6603182812","Improvement of the electrochemical hydrogen storage performance of magnesium based alloys by various additive elements","2012","25","10.1016/j.ijhydene.2011.06.107","https://www.scopus.com/pages/publications/84855666157?origin=resultslist"
"Fu Y.-P.","Fu, Yen-Pei (7404433107)","7404433107","Sm0.5Sr0.5Co0.4Ni0.6O 3-δ-Sm0.2Ce0.8O1.9 as a potential cathode for intermediate-temperature solid oxide fuel cells","2010","21","10.1016/j.ijhydene.2010.05.109","https://www.scopus.com/pages/publications/77955584069?origin=resultslist"
"Tian Y.; Qiu W.; Xie Y.; Huang H.; Hu J.; Zhong L.; Jiang X.; Zhang X.","Tian, Yuqin (57205667678); Qiu, Weijun (56473260700); Xie, Yuhui (57131707300); Huang, Haowei (57207276402); Hu, Jin (57191749894); Zhong, Li (7201519099); Jiang, Xiang (8710902700); Zhang, Xinya (36063556100)","57205667678; 56473260700; 57131707300; 57207276402; 57191749894; 7201519099; 8710902700; 36063556100","Melatonin as an Accelerating Agent for Phosphate Chemical Conversion Coatings on Mild Steel with Enhanced Corrosion Resistance","2020","16","10.1149/1945-7111/ab9b0f","https://www.scopus.com/pages/publications/85087912743?origin=resultslist"
"Pernice P.; Arpaia M.; Costantini A.","Pernice, P. (7006509565); Arpaia, M. (7003834784); Costantini, A. (7103006988)","7006509565; 7003834784; 7103006988","Steel corrosion rate in soils by a.c. and d.c. electrochemical methods","1990","16","10.1016/0254-0584(90)90020-B","https://www.scopus.com/pages/publications/0025511019?origin=resultslist"
"Xavier J.R.; Vinodhini S.P.","Xavier, Joseph Raj (37065226800); Vinodhini, S.P. (57190121543)","37065226800; 57190121543","Multifunctional nanocomposite coating for aluminium alloy: Corrosion resistance, flame retardancy, and mechanical enhancement for automotive components","2024","16","10.1016/j.matchemphys.2024.129628","https://www.scopus.com/pages/publications/85196737965?origin=resultslist"
"Zou M.-M.; Ai D.-J.; Liu K.-Y.","Zou, Min-Min (57220712018); Ai, Deng-Jun (35112668900); Liu, Kai-Yu (7404199968)","57220712018; 35112668900; 7404199968","Template synthesis of MnO2/CNT nanocomposite and its application in rechargeable lithium batteries","2011","22","10.1016/S1003-6326(11)60964-3","https://www.scopus.com/pages/publications/80655148753?origin=resultslist"
"Hamid Z.A.; Aal A.A.; Shaaban A.; Hassan H.B.","Hamid, Z. Abdel (56117664400); Aal, A. Abdel (13407520000); Shaaban, Ali (23111878900); Hassan, H.B. (57211415195)","56117664400; 13407520000; 23111878900; 57211415195","Electrodeposition of CoMoP thin film as diffusion barrier layer for ULSI applications","2009","22","10.1016/j.surfcoat.2009.06.004","https://www.scopus.com/pages/publications/67649859265?origin=resultslist"
"Zhao X.; Ma L.; Ding Y.; Shen X.","Zhao, Xiangyu (55705180200); Ma, Liqun (57495122400); Ding, Yi (7404137057); Shen, Xiaodong (7402721469)","55705180200; 57495122400; 7404137057; 7402721469","Effect of particle size on the electrochemical properties of MmNi3.8Co0.75Mn0.4Al0.2 hydrogen storage alloy","2009","22","10.1016/j.ijhydene.2009.02.046","https://www.scopus.com/pages/publications/64449085697?origin=resultslist"
"Boukamp B.A.; Hildenbrand N.; Nammensma P.; Blank D.H.A.","Boukamp, Bernard A. (7003686660); Hildenbrand, Nicolas (12792530500); Nammensma, Pieter (55291576900); Blank, Dave H.A. (7103272273)","7003686660; 12792530500; 55291576900; 7103272273","The impedance of thin dense oxide cathodes","2011","22","10.1016/j.ssi.2010.05.037","https://www.scopus.com/pages/publications/79958844241?origin=resultslist"
"Logesh M.; Choe H.-C.","Logesh, Mahendran (57194146373); Choe, Han-Cheol (18933704200)","57194146373; 18933704200","Multifunctional Ag/MWCNT/HA coatings on Ti6Al4V alloy via plasma electrolytic oxidation: Enhanced electrochemical and antibacterial properties for dental implants","2025","15","10.1016/j.surfcoat.2025.132128","https://www.scopus.com/pages/publications/105002255537?origin=resultslist"
"Brânzoi V.; Pilan L.; Golgovici F.; Brânzoi F.","Brânzoi, V. (6701652507); Pilan, Luisa (39061962300); Golgovici, Florentina (6507573969); Brânzoi, Florina (6603294920)","6701652507; 39061962300; 6507573969; 6603294920","Electrochemical activity and corrosion protection properties of doped polypyrrole electrodeposited at pure aluminium electrode","2006","28","10.1080/15421400500379996","https://www.scopus.com/pages/publications/32944476260?origin=resultslist"
"Kumar A.; Malik G.; Adalati R.; Chawla V.; Pandey M.K.; Chandra R.","Kumar, Ashwani (59302986400); Malik, Gaurav (57191613447); Adalati, Ravikant (57218249471); Chawla, Vipin (23670467900); Pandey, Mritunjay Kumar (57218917489); Chandra, Ramesh (56591551200)","59302986400; 57191613447; 57218249471; 23670467900; 57218917489; 56591551200","Tuning the wettability of highly transparent Nb2O5 nano-sliced coatings to enhance anti-corrosion property","2021","27","10.1016/j.mssp.2020.105513","https://www.scopus.com/pages/publications/85093676972?origin=resultslist"
"Escobar C.; Villarreal M.; Caicedo J.C.; Aperador W.; Prieto P.","Escobar, C. (54681771500); Villarreal, M. (57196616613); Caicedo, J.C. (24558580000); Aperador, W. (24398551800); Prieto, P. (56119138200)","54681771500; 57196616613; 24558580000; 24398551800; 56119138200","Novel performance in physical and corrosion resistance HfN/VN coating system","2013","26","10.1016/j.surfcoat.2013.02.002","https://www.scopus.com/pages/publications/84875606120?origin=resultslist"
"Kim J.-K.; Kee S.-H.; Futalan C.M.; Yee J.-J.","Kim, Je-Kyoung (7601366262); Kee, Seong-Hoon (35975114000); Futalan, Cybelle M. (36909854600); Yee, Jurng-Jae (7203044281)","7601366262; 35975114000; 36909854600; 7203044281","Corrosion monitoring of reinforced steel embedded in cement mortar under wet-and-dry cycles by electrochemical impedance spectroscopy","2020","26","10.3390/s20010199","https://www.scopus.com/pages/publications/85077317680?origin=resultslist"
